ax,ay,az
0.08,0.15,-0.12
0.02,0.09,0.06
-0.09,0.02,0.14
-0.11,0.04,0.06
-0.07,0.06,0.06
-0.06,0.02,0.11
-0.09,0,0.12
-0.09,-0.01,0.16
-0.14,0,0.12
-0.15,-0.1,0.1
-0.13,-0.42,0.09
-0.34,-0.32,0.05
-0.71,0.43,0.07
-0.14,0.55,-0.37
-0.03,0.45,-0.65
-0.12,0.09,-0.29
0.03,-0.07,-0.25
0.17,0.13,-0.32
0.11,0.23,-0.23
0.11,0.17,-0.06
0.17,0.04,0.04
0.04,0,0.02
0,0.01,0.03
0.01,0.05,0
0.07,0.1,-0.04
0.14,0.09,0.11
0.12,0.17,-0.03
-0.01,0.15,-0.06
-0.1,0.03,-0.04
-0.03,-0.06,-0.03
0.03,-0.03,-0.09
0.04,0.05,-0.09
0.03,0.04,-0.06
-0.01,0.02,0.03
-0.09,0.11,0.03
-0.07,0.12,0.09
-0.01,0.08,0.07
-0.04,0.04,0.04
-0.03,0.04,-0.02
0.03,0.03,0.01
0,0.03,-0.06
0.04,0.06,-0.14
0.07,0.1,0.04
-0.02,0.1,-0.17
-0.09,0.06,-0.26
-0.09,0.05,-0.12
0.01,0.04,-0.05
0.05,0.05,-0.02
-0.06,0.1,-0.03
-0.07,0.16,-0.08
-0.03,0.11,-0.06
-0.06,0.06,0.01
-0.11,-0.01,0
-0.14,0.09,-0.03
-0.12,0.15,-0.03
-0.16,0.06,0.02
-0.21,-0.03,-0.05
-0.16,-0.03,-0.01
-0.18,0.02,0.03
-0.14,0.06,-0.01
-0.01,0.12,-0.08
0,0.13,-0.07
-0.06,0.08,-0.03
-0.03,0.03,-0.09
0.02,0.09,-0.14
0.02,0.15,-0.16
0.01,0.12,-0.06
-0.06,0.07,-0.07
-0.13,0.08,-0.19
-0.09,0.01,-0.07
0,0.13,0.16
-0.28,0.27,0.12
-0.21,0.06,0.14
0.18,-0.31,-0.1
0.14,0.02,-0.15
0.13,0.24,-0.22
0.07,0.2,-0.08
0.05,-0.01,0.12
-0.07,-0.11,0.09
-0.18,-0.02,-0.03
-0.16,0.05,0.09
-0.11,0.04,0.06
0.05,0.01,0.01
0.13,-0.04,-0.01
0.15,-0.12,0.23
0.06,-0.14,0.38
-0.03,-0.06,0.36
-0.06,0.06,0.28
-0.07,0.1,0.15
0,0.1,0
0.06,0.18,-0.07
0.01,0.04,0.08
-0.09,0,0.25
-0.07,-0.05,0.12
-0.02,0.05,0.06
-0.01,0.11,-0.21
-0.01,0.14,-0.16
-0.02,0.16,-0.42
-0.06,0.27,-0.5
-0.31,0.1,-0.05
-0.34,-0.06,0.07
-0.11,-0.06,0.1
-0.09,-0.02,0.07
-0.21,0.11,0.02
-0.26,0.15,-0.04
-0.17,0.17,-0.15
-0.23,0.15,-0.33
-0.34,0.21,-0.27
-0.32,0.18,-0.3
-0.17,0.13,-0.2
0.16,0.09,-0.4
0.33,0.08,-0.24
0.33,0.11,-0.1
0.18,0.16,-0.07
0.08,0.13,-0.02
-0.01,0.01,-0.06
-0.08,-0.07,-0.08
-0.02,0.04,-0.2
-0.04,0.15,-0.29
-0.05,0.17,-0.28
-0.08,0.14,-0.14
-0.11,0.05,-0.06
-0.13,-0.01,-0.05
-0.02,-0.02,0.18
0.01,0.04,-0.05
0.1,0.14,-0.24
0.11,0.08,0.01
0.11,0,0.04
0.1,-0.01,0.02
0.14,0.1,-0.1
0.15,0.19,-0.13
0.11,0.17,-0.07
0.09,0.09,-0.06
0.08,0.09,0
0.09,0.07,0.11
0.04,0.04,0.11
0.01,0.03,0.08
0.06,0.07,-0.04
0.05,0.11,0.08
0.03,0.08,0.13
0.01,0.06,0.06
0.02,0.08,0.06
0.06,0.1,0.05
0.01,0.08,0.06
0.01,0.08,0.03
-0.01,0.07,-0.09
-0.04,0.08,-0.11
-0.02,0.04,-0.09
0.1,0.1,-0.18
0.06,0.05,0.17
-0.05,0.03,0.16
-0.06,0.1,-0.37
-0.01,0.14,-0.19
-0.08,0.08,0.12
-0.03,0.03,-0.03
0,0,-0.16
-0.09,0.03,-0.12
-0.13,0.04,0.03
-0.2,0.02,-0.06
-0.15,0.06,-0.07
-0.07,0.07,0.09
-0.09,0.05,-0.06
-0.04,0.03,0.02
-0.05,-0.04,-0.08
-0.05,0.04,-0.08
-0.06,0.08,-0.13
-0.06,0.08,-0.11
0.03,0.07,-0.09
0.02,0.06,-0.07
-0.03,0.05,-0.05
0.01,0.05,-0.04
-0.03,0.07,-0.06
-0.07,0.05,0
-0.05,0.06,-0.25
-0.02,0.08,-0.12
-0.08,-0.02,0.24
-0.08,0,-0.09
-0.05,0.09,-0.28
-0.05,0.08,0.08
-0.02,0.01,0.02
-0.03,-0.01,-0.06
-0.13,-0.02,-0.06
-0.04,0.06,-0.07
0.05,0.12,-0.08
0.04,0.09,-0.03
0.03,0.06,0.11
-0.01,0.05,0.04
-0.02,0.11,-0.09
-0.02,0.09,0.01
-0.01,0.08,0
-0.01,0.05,0.04
-0.04,0.05,0.06
-0.04,0.07,0.05
-0.05,0.09,-0.03
0.02,0.07,-0.05
0.05,0.08,-0.05
0.04,0.05,0
-0.03,0.03,-0.01
-0.04,0.03,-0.04
0.01,0.11,-0.25
0,0.08,0.17
0.03,-0.01,0.1
-0.03,0.06,-0.28
0,0.12,-0.08
-0.01,0.06,0.18
-0.01,0.04,-0.02
-0.05,0.04,-0.13
-0.05,0.07,-0.11
-0.02,0.07,-0.03
-0.03,0.06,-0.03
-0.03,0.1,-0.02
-0.01,0.07,0.09
-0.03,0.04,-0.09
-0.01,0.06,-0.02
0,0.07,-0.05
0.01,0.06,0.02
0.02,0.04,-0.04
0.01,0.06,-0.03
-0.03,0.09,-0.07
-0.01,0.07,-0.11
0.01,0.06,-0.14
0.01,0.07,-0.09
-0.01,0.07,-0.08
-0.04,0.06,-0.02
-0.11,0.05,0
-0.07,0.11,-0.17
-0.04,0.09,0.16
-0.03,0.03,0.07
-0.09,0.07,-0.27
-0.1,0.09,-0.05
-0.05,0.05,0.1
-0.02,0.05,-0.03
-0.07,0.06,-0.12
-0.09,0.09,-0.1
-0.08,0.07,-0.08
-0.06,0.08,-0.06
-0.04,0.07,-0.08
-0.03,0.04,0.1
-0.04,0.06,0
-0.06,0.08,0.02
-0.09,0.08,-0.04
-0.09,0.07,0.01
-0.07,0.06,-0.01
-0.05,0.08,-0.02
-0.04,0.08,0
-0.06,0.04,0.01
-0.05,0.04,-0.05
-0.02,0.07,-0.08
0.01,0.09,-0.1
-0.01,0.07,-0.08
-0.03,0.04,-0.09
0.03,0.03,-0.03
0.06,0.08,-0.21
0.07,0.13,-0.28
-0.06,0.07,0.2
-0.13,0.02,0
-0.05,0.08,-0.12
-0.06,0.09,-0.04
-0.05,0.05,0.13
-0.06,0.03,0.12
-0.07,0.04,-0.03
-0.07,0.05,-0.07
-0.02,0.06,-0.07
-0.01,0.06,-0.07
-0.04,0.07,-0.04
-0.04,0.08,0.08
-0.06,0.07,0
-0.06,0.07,0.01
-0.06,0.04,-0.02
-0.03,0.06,0.03
-0.03,0.03,0.06
-0.05,0.06,0.1
